file_name,data_set,label,label_annotation
cifar10-mini/train/image_282.png,train,0,airplane
cifar10-mini/train/image_283.png,train,0,airplane
cifar10-mini/train/image_284.png,train,2,bird
cifar10-mini/train/image_285.png,train,2,bird
cifar10-mini/train/image_286.png,train,6,frog
cifar10-mini/train/image_287.png,train,9,truck
cifar10-mini/train/image_288.png,train,0,airplane
cifar10-mini/train/image_289.png,train,7,horse
cifar10-mini/train/image_290.png,train,0,airplane
cifar10-mini/train/image_291.png,train,8,boat
cifar10-mini/train/image_292.png,train,5,dog
cifar10-mini/train/image_293.png,train,4,deer
cifar10-mini/train/image_294.png,train,5,dog
cifar10-mini/train/image_295.png,train,4,deer
cifar10-mini/train/image_296.png,train,9,truck
cifar10-mini/train/image_297.png,train,6,frog
cifar10-mini/train/image_298.png,train,4,deer
cifar10-mini/train/image_299.png,train,8,boat
cifar10-mini/train/image_300.png,train,1,car
cifar10-mini/train/image_301.png,train,8,boat
cifar10-mini/train/image_302.png,train,9,truck
cifar10-mini/train/image_303.png,train,3,cat
cifar10-mini/train/image_304.png,train,8,boat
cifar10-mini/train/image_305.png,train,9,truck
cifar10-mini/train/image_306.png,train,9,truck
cifar10-mini/train/image_307.png,train,2,bird
cifar10-mini/train/image_308.png,train,8,boat
cifar10-mini/train/image_309.png,train,5,dog
cifar10-mini/train/image_310.png,train,1,car
cifar10-mini/train/image_311.png,train,6,frog
cifar10-mini/train/image_312.png,train,0,airplane
cifar10-mini/train/image_313.png,train,4,deer
cifar10-mini/train/image_314.png,train,9,truck
cifar10-mini/train/image_315.png,train,3,cat
cifar10-mini/train/image_316.png,train,6,frog
cifar10-mini/train/image_317.png,train,5,dog
cifar10-mini/train/image_318.png,train,2,bird
cifar10-mini/train/image_319.png,train,4,deer
cifar10-mini/train/image_320.png,train,8,boat
cifar10-mini/train/image_321.png,train,7,horse
cifar10-mini/train/image_322.png,train,0,airplane
cifar10-mini/train/image_323.png,train,7,horse
cifar10-mini/train/image_324.png,train,2,bird
cifar10-mini/train/image_325.png,train,7,horse
cifar10-mini/train/image_326.png,train,3,cat
cifar10-mini/train/image_327.png,train,6,frog
cifar10-mini/train/image_328.png,train,5,dog
cifar10-mini/train/image_329.png,train,8,boat
cifar10-mini/train/image_330.png,train,2,bird
cifar10-mini/train/image_331.png,train,3,cat
cifar10-mini/train/image_332.png,train,5,dog
cifar10-mini/train/image_333.png,train,4,deer
cifar10-mini/train/image_334.png,train,3,cat
cifar10-mini/train/image_335.png,train,4,deer
cifar10-mini/train/image_336.png,train,8,boat
cifar10-mini/train/image_337.png,train,0,airplane
cifar10-mini/train/image_338.png,train,9,truck
cifar10-mini/train/image_339.png,train,0,airplane
cifar10-mini/train/image_340.png,train,5,dog
cifar10-mini/train/image_341.png,train,6,frog
cifar10-mini/train/image_342.png,train,3,cat
cifar10-mini/train/image_343.png,train,8,boat
cifar10-mini/train/image_344.png,train,3,cat
cifar10-mini/train/image_345.png,train,9,truck
cifar10-mini/train/image_346.png,train,8,boat
cifar10-mini/train/image_347.png,train,6,frog
cifar10-mini/train/image_348.png,train,1,car
cifar10-mini/train/image_349.png,train,8,boat
cifar10-mini/train/image_350.png,train,2,bird
cifar10-mini/train/image_351.png,train,0,airplane
cifar10-mini/train/image_352.png,train,9,truck
cifar10-mini/train/image_353.png,train,0,airplane
cifar10-mini/train/image_354.png,train,1,car
cifar10-mini/train/image_355.png,train,4,deer
cifar10-mini/train/image_356.png,train,6,frog
cifar10-mini/train/image_357.png,train,6,frog
cifar10-mini/train/image_358.png,train,0,airplane
cifar10-mini/train/image_359.png,train,6,frog
cifar10-mini/train/image_360.png,train,4,deer
cifar10-mini/train/image_361.png,train,9,truck
cifar10-mini/train/image_362.png,train,3,cat
cifar10-mini/train/image_363.png,train,8,boat
cifar10-mini/train/image_364.png,train,4,deer
cifar10-mini/train/image_365.png,train,4,deer
cifar10-mini/train/image_366.png,train,6,frog
cifar10-mini/train/image_367.png,train,0,airplane
cifar10-mini/train/image_368.png,train,6,frog
cifar10-mini/train/image_369.png,train,6,frog
cifar10-mini/train/image_370.png,train,4,deer
cifar10-mini/train/image_371.png,train,1,car
cifar10-mini/train/image_372.png,train,1,car
cifar10-mini/train/image_373.png,train,5,dog
cifar10-mini/train/image_374.png,train,6,frog
cifar10-mini/train/image_375.png,train,4,deer
cifar10-mini/train/image_376.png,train,5,dog
cifar10-mini/train/image_377.png,train,5,dog
cifar10-mini/train/image_378.png,train,4,deer
cifar10-mini/train/image_379.png,train,9,truck
cifar10-mini/train/image_380.png,train,8,boat
cifar10-mini/train/image_381.png,train,0,airplane
cifar10-mini/train/image_382.png,train,3,cat
cifar10-mini/train/image_383.png,train,8,boat
cifar10-mini/train/image_384.png,train,8,boat
cifar10-mini/train/image_385.png,train,6,frog
cifar10-mini/train/image_386.png,train,0,airplane
cifar10-mini/train/image_387.png,train,7,horse
cifar10-mini/train/image_388.png,train,9,truck
cifar10-mini/train/image_389.png,train,3,cat
cifar10-mini/train/image_390.png,train,9,truck
cifar10-mini/train/image_391.png,train,8,boat
cifar10-mini/train/image_392.png,train,2,bird
cifar10-mini/train/image_393.png,train,8,boat
cifar10-mini/train/image_394.png,train,2,bird
cifar10-mini/train/image_395.png,train,5,dog
cifar10-mini/train/image_396.png,train,8,boat
cifar10-mini/train/image_397.png,train,4,deer
cifar10-mini/train/image_398.png,train,4,deer
cifar10-mini/train/image_399.png,train,4,deer
cifar10-mini/train/image_400.png,train,2,bird
cifar10-mini/train/image_401.png,train,5,dog
cifar10-mini/train/image_402.png,train,9,truck
cifar10-mini/train/image_403.png,train,9,truck
cifar10-mini/train/image_404.png,train,5,dog
cifar10-mini/train/image_405.png,train,8,boat
cifar10-mini/train/image_406.png,train,0,airplane
cifar10-mini/train/image_407.png,train,7,horse
cifar10-mini/train/image_408.png,train,2,bird
cifar10-mini/train/image_409.png,train,3,cat
cifar10-mini/train/image_410.png,train,1,car
cifar10-mini/train/image_411.png,train,0,airplane
cifar10-mini/train/image_412.png,train,3,cat
cifar10-mini/train/image_413.png,train,8,boat
cifar10-mini/train/image_414.png,train,0,airplane
cifar10-mini/train/image_415.png,train,5,dog
cifar10-mini/train/image_416.png,train,0,airplane
cifar10-mini/train/image_417.png,train,6,frog
cifar10-mini/train/image_418.png,train,1,car
cifar10-mini/train/image_419.png,train,9,truck
cifar10-mini/train/image_420.png,train,0,airplane
cifar10-mini/train/image_421.png,train,0,airplane
cifar10-mini/train/image_422.png,train,6,frog
cifar10-mini/train/image_423.png,train,8,boat
cifar10-mini/train/image_424.png,train,4,deer
cifar10-mini/train/image_425.png,train,4,deer
cifar10-mini/train/image_426.png,train,5,dog
cifar10-mini/train/image_427.png,train,4,deer
cifar10-mini/train/image_428.png,train,0,airplane
cifar10-mini/train/image_429.png,train,7,horse
cifar10-mini/train/image_430.png,train,6,frog
cifar10-mini/train/image_431.png,train,0,airplane
cifar10-mini/train/image_432.png,train,8,boat
cifar10-mini/train/image_433.png,train,7,horse
cifar10-mini/train/image_434.png,train,4,deer
cifar10-mini/train/image_435.png,train,8,boat
cifar10-mini/train/image_436.png,train,5,dog
cifar10-mini/train/image_437.png,train,1,car
cifar10-mini/train/image_438.png,train,2,bird
cifar10-mini/train/image_439.png,train,3,cat
cifar10-mini/train/image_440.png,train,5,dog
cifar10-mini/train/image_441.png,train,0,airplane
cifar10-mini/train/image_442.png,train,3,cat
cifar10-mini/train/image_443.png,train,9,truck
cifar10-mini/train/image_444.png,train,1,car
cifar10-mini/train/image_445.png,train,7,horse
cifar10-mini/train/image_446.png,train,4,deer
cifar10-mini/train/image_447.png,train,2,bird
cifar10-mini/train/image_448.png,train,8,boat
cifar10-mini/train/image_449.png,train,3,cat
cifar10-mini/train/image_450.png,train,3,cat
cifar10-mini/train/image_451.png,train,6,frog
cifar10-mini/train/image_452.png,train,7,horse
cifar10-mini/train/image_453.png,train,9,truck
cifar10-mini/train/image_454.png,train,8,boat
cifar10-mini/train/image_455.png,train,9,truck
cifar10-mini/train/image_456.png,train,7,horse
cifar10-mini/train/image_457.png,train,4,deer
cifar10-mini/train/image_458.png,train,0,airplane
cifar10-mini/train/image_459.png,train,7,horse
cifar10-mini/train/image_460.png,train,5,dog
cifar10-mini/train/image_461.png,train,3,cat
cifar10-mini/train/image_462.png,train,7,horse
cifar10-mini/train/image_463.png,train,6,frog
cifar10-mini/train/image_464.png,train,6,frog
cifar10-mini/train/image_465.png,train,3,cat
cifar10-mini/train/image_466.png,train,7,horse
cifar10-mini/train/image_467.png,train,0,airplane
cifar10-mini/train/image_468.png,train,9,truck
cifar10-mini/train/image_469.png,train,1,car
cifar10-mini/train/image_470.png,train,4,deer
cifar10-mini/train/image_471.png,train,1,car
cifar10-mini/train/image_472.png,train,2,bird
cifar10-mini/train/image_473.png,train,2,bird
cifar10-mini/train/image_474.png,train,8,boat
cifar10-mini/train/image_475.png,train,0,airplane
cifar10-mini/train/image_476.png,train,2,bird
cifar10-mini/train/image_477.png,train,6,frog
cifar10-mini/train/image_478.png,train,7,horse
cifar10-mini/train/image_479.png,train,7,horse
cifar10-mini/train/image_480.png,train,6,frog
cifar10-mini/train/image_481.png,train,5,dog
cifar10-mini/train/image_482.png,train,0,airplane
cifar10-mini/train/image_483.png,train,1,car
cifar10-mini/train/image_484.png,train,7,horse
cifar10-mini/train/image_485.png,train,9,truck
cifar10-mini/train/image_486.png,train,6,frog
cifar10-mini/train/image_487.png,train,7,horse
cifar10-mini/train/image_488.png,train,0,airplane
cifar10-mini/train/image_489.png,train,6,frog
cifar10-mini/train/image_490.png,train,1,car
cifar10-mini/train/image_491.png,train,3,cat
cifar10-mini/train/image_492.png,train,0,airplane
cifar10-mini/train/image_493.png,train,6,frog
cifar10-mini/train/image_494.png,train,0,airplane
cifar10-mini/train/image_495.png,train,7,horse
cifar10-mini/train/image_496.png,train,2,bird
cifar10-mini/train/image_497.png,train,7,horse
cifar10-mini/train/image_498.png,train,9,truck
cifar10-mini/train/image_499.png,train,3,cat
cifar10-mini/train/image_500.png,train,8,boat
cifar10-mini/train/image_501.png,train,9,truck
cifar10-mini/train/image_502.png,train,4,deer
cifar10-mini/train/image_503.png,train,8,boat
cifar10-mini/train/image_504.png,train,4,deer
cifar10-mini/train/image_505.png,train,1,car
cifar10-mini/train/image_506.png,train,2,bird
cifar10-mini/train/image_507.png,train,1,car
cifar10-mini/train/image_508.png,train,7,horse
cifar10-mini/train/image_509.png,train,1,car
cifar10-mini/train/image_510.png,train,6,frog
cifar10-mini/train/image_511.png,train,6,frog
cifar10-mini/train/image_512.png,train,0,airplane
cifar10-mini/train/image_513.png,train,2,bird
cifar10-mini/train/image_514.png,train,3,cat
cifar10-mini/train/image_515.png,train,1,car
cifar10-mini/train/image_516.png,train,1,car
cifar10-mini/train/image_517.png,train,7,horse
cifar10-mini/train/image_518.png,train,4,deer
cifar10-mini/train/image_519.png,train,4,deer
cifar10-mini/train/image_520.png,train,4,deer
cifar10-mini/train/image_521.png,train,5,dog
cifar10-mini/train/image_522.png,train,6,frog
cifar10-mini/train/image_523.png,train,6,frog
cifar10-mini/train/image_524.png,train,7,horse
cifar10-mini/train/image_525.png,train,2,bird
cifar10-mini/train/image_526.png,train,5,dog
cifar10-mini/train/image_527.png,train,7,horse
cifar10-mini/train/image_528.png,train,5,dog
cifar10-mini/train/image_529.png,train,8,boat
cifar10-mini/train/image_530.png,train,2,bird
cifar10-mini/train/image_531.png,train,6,frog
cifar10-mini/train/image_532.png,train,1,car
cifar10-mini/train/image_533.png,train,2,bird
cifar10-mini/train/image_534.png,train,8,boat
cifar10-mini/train/image_535.png,train,9,truck
cifar10-mini/train/image_536.png,train,4,deer
cifar10-mini/train/image_537.png,train,8,boat
cifar10-mini/train/image_538.png,train,5,dog
cifar10-mini/train/image_539.png,train,9,truck
cifar10-mini/train/image_540.png,train,4,deer
cifar10-mini/train/image_541.png,train,8,boat
cifar10-mini/train/image_542.png,train,4,deer
cifar10-mini/train/image_543.png,train,2,bird
cifar10-mini/train/image_544.png,train,4,deer
cifar10-mini/train/image_545.png,train,0,airplane
cifar10-mini/train/image_546.png,train,6,frog
cifar10-mini/train/image_547.png,train,7,horse
cifar10-mini/train/image_548.png,train,4,deer
cifar10-mini/train/image_549.png,train,9,truck
cifar10-mini/train/image_550.png,train,2,bird
cifar10-mini/train/image_551.png,train,0,airplane
cifar10-mini/train/image_552.png,train,4,deer
cifar10-mini/train/image_553.png,train,2,bird
cifar10-mini/train/image_554.png,train,5,dog
cifar10-mini/train/image_555.png,train,6,frog
cifar10-mini/train/image_556.png,train,8,boat
cifar10-mini/train/image_557.png,train,4,deer
cifar10-mini/train/image_558.png,train,9,truck
cifar10-mini/train/image_559.png,train,5,dog
cifar10-mini/train/image_560.png,train,0,airplane
cifar10-mini/train/image_561.png,train,6,frog
cifar10-mini/train/image_562.png,train,3,cat
cifar10-mini/train/image_563.png,train,5,dog
cifar10-mini/train/image_564.png,train,2,bird
cifar10-mini/train/image_565.png,train,4,deer
cifar10-mini/train/image_566.png,train,7,horse
cifar10-mini/train/image_567.png,train,0,airplane
cifar10-mini/train/image_568.png,train,9,truck
cifar10-mini/train/image_569.png,train,8,boat
cifar10-mini/train/image_570.png,train,2,bird
cifar10-mini/train/image_571.png,train,5,dog
cifar10-mini/train/image_572.png,train,6,frog
cifar10-mini/train/image_573.png,train,7,horse
cifar10-mini/train/image_574.png,train,3,cat
cifar10-mini/train/image_575.png,train,9,truck
cifar10-mini/train/image_576.png,train,5,dog
cifar10-mini/train/image_577.png,train,5,dog
cifar10-mini/train/image_578.png,train,4,deer
cifar10-mini/train/image_579.png,train,6,frog
cifar10-mini/train/image_580.png,train,3,cat
cifar10-mini/train/image_581.png,train,4,deer
cifar10-mini/train/image_582.png,train,5,dog
cifar10-mini/train/image_583.png,train,5,dog
cifar10-mini/train/image_584.png,train,9,truck
cifar10-mini/train/image_585.png,train,6,frog
cifar10-mini/train/image_586.png,train,7,horse
cifar10-mini/train/image_587.png,train,9,truck
cifar10-mini/train/image_588.png,train,4,deer
cifar10-mini/train/image_589.png,train,5,dog
cifar10-mini/train/image_590.png,train,7,horse
cifar10-mini/train/image_591.png,train,0,airplane
cifar10-mini/train/image_592.png,train,7,horse
cifar10-mini/train/image_593.png,train,3,cat
cifar10-mini/train/image_594.png,train,4,deer
cifar10-mini/train/image_595.png,train,1,car
cifar10-mini/train/image_596.png,train,9,truck
cifar10-mini/train/image_597.png,train,6,frog
cifar10-mini/train/image_598.png,train,4,deer
cifar10-mini/train/image_599.png,train,9,truck
cifar10-mini/train/image_600.png,train,9,truck
cifar10-mini/train/image_601.png,train,0,airplane
cifar10-mini/train/image_602.png,train,4,deer
cifar10-mini/train/image_603.png,train,9,truck
cifar10-mini/train/image_604.png,train,9,truck
cifar10-mini/train/image_605.png,train,0,airplane
